Date,Image Title,Image Filename,Original URL
2000 August 4,M15: Dense Globular Star Cluster,m15_hstheritage_big1.jpg,http://apod.nasa.gov/apod/ap000804.html
2000 August 03,22 Miles From Eros,eros22_000719_near.jpg,http://apod.nasa.gov/apod/ap000803.html
2000 August 2,At the Edge of the Crescent Nebula,crescent_hst_big.jpg,http://apod.nasa.gov/apod/ap000802.html
2000 August 1,X-Rays from Comet LINEAR,linear_chandra_big.jpg,http://apod.nasa.gov/apod/ap000801.html
2000 July 31,Comet LINEAR Breaks Up,linear3_hst_big.jpg,http://apod.nasa.gov/apod/ap000731.html
2000 July 30,NGC 2440: Cocoon of a New White Dwarf,ngc2440_hst3_big.jpg,http://apod.nasa.gov/apod/ap000730.html
2000 July 29,NGC1850: Star Cluster in the LMC,ngc1850_hst_big.jpg,http://apod.nasa.gov/apod/ap000729.html
2000 July 28,Moon And Venus Share The Sky,mve1997_tezel_big.jpg,http://apod.nasa.gov/apod/ap000728.html
2000 July 27,Tails Of Comet LINEAR,cometlinear_mikuz_big.jpg,http://apod.nasa.gov/apod/ap000727.html
2000 July 26,Lingering Lunar Eclipse,nzeclipse_munford_big.jpg,http://apod.nasa.gov/apod/ap000726.html
2000 July 25,Why Stars Twinkle,AlphaOri_cardiff.gif,http://apod.nasa.gov/apod/ap000725.html
2000 July 24,M51: The Whirlpool Galaxy,m51_noao_big.jpg,http://apod.nasa.gov/apod/ap000724.html
2000 July 23,Isaac Newton Explains the Solar System,IsaacNewton.jpg,http://apod.nasa.gov/apod/ap000723.html
2000 July 22,GLAST Gamma Ray Sky Simulation,anticenter_glastsim_big.gif,http://apod.nasa.gov/apod/ap000722.html
2000 July 21,Eros Craters And Boulders,erosjul7_near.jpg,http://apod.nasa.gov/apod/ap000721.html
2000 July 20,AR9077: Solar Magnetic Arcade,ar9077_trace_big.gif,http://apod.nasa.gov/apod/ap000720.html
2000 July 19,Globular Cluster M19,m19_noao_big.jpg,http://apod.nasa.gov/apod/ap000719.html
2000 July 18,A Russian Proton Rocket Launches Zvezda,zvezdalaunch_nasa.gif,http://apod.nasa.gov/apod/ap000718.html
2000 July 17,Lightning on Earth,lightning_kpno.jpg,http://apod.nasa.gov/apod/ap000717.html
2000 July 16,M57: The Ring Nebula,m57ring_hst_big.jpg,http://apod.nasa.gov/apod/ap000716.html
2000 July 15,Star Trails in Southern Skies,startrails_aat.jpg,http://apod.nasa.gov/apod/ap000715.html
2000 July 14,Crater On Ice,europacrater1_gal_big.jpg,http://apod.nasa.gov/apod/ap000714.html
2000 July 13,LP 944-20: A Failed Star Flares,lp944-20_cxo.jpg,http://apod.nasa.gov/apod/ap000713.html
2000 July 12,A Giant Starspot on HD 12545,hd12545_noao.jpg,http://apod.nasa.gov/apod/ap000712.html
2000 July 11,The Crab Nebula in Blue and White,crabblue_noao_big.jpg,http://apod.nasa.gov/apod/ap000711.html
2000 July 10,Comet LINEAR Extends,linear0707_yen_big.jpg,http://apod.nasa.gov/apod/ap000710.html
2000 July 9,The Hubble Deep Field,deepfield_hst_big.jpg,http://apod.nasa.gov/apod/ap000709.html
2000 July 8,The United States At Night,usanight_dmsp_big.gif,http://apod.nasa.gov/apod/ap000708.html
2000 July 7,"Sirius, Sun, Moon, and Southern Cross",vlts_eso_big.jpg,http://apod.nasa.gov/apod/ap000707.html
2000 July 6,A Jet from Galaxy M87,m87jet_hst_big.jpg,http://apod.nasa.gov/apod/ap000706.html
2000 July 5,The Galactic Center Across the Infrared,gcatlas_2mass_big.jpg,http://apod.nasa.gov/apod/ap000705.html
2000 July 4,Comet LINEAR Approaches,linear_milan_big.gif,http://apod.nasa.gov/apod/ap000704.html
2000 July 3,Pelican Nebula Ionization Front,pelican_noao_big.jpg,http://apod.nasa.gov/apod/ap000703.html
2000 July 2,Gamma Ray Burst: A Milestone Explosion,firstgrb_vela4.gif,http://apod.nasa.gov/apod/ap000702.html
2000 July 1,Ultraviolet Earth from the Moon,uvEarth_ap16_big.jpg,http://apod.nasa.gov/apod/ap000701.html
2000 June 30,Vintage Gamma Rays,viswine_integral.jpg,http://apod.nasa.gov/apod/ap000630.html
2000 June 29,Galactic Centre Starscape,galcentre_iso_big.jpg,http://apod.nasa.gov/apod/ap000629.html
2000 June 28,BATSE GRB Final Sky Map,grbmap_batse.gif,http://apod.nasa.gov/apod/ap000628.html
2000 June 27,M63: The Sunflower Galaxy,m63_subaru_big.jpg,http://apod.nasa.gov/apod/ap000627.html
2000 June 26,Newton Crater: Evidence for Recent Water on Mars,marsnewton_mgs_big.jpg,http://apod.nasa.gov/apod/ap000626.html
2000 June 25,Shapley 1: An Annular Planetary Nebula,shapley1_aat.gif,http://apod.nasa.gov/apod/ap000625.html
2000 June 24,Sunlight Through Saturns Rings,sunsaturn_hst_big.jpg,http://apod.nasa.gov/apod/ap000624.html
2000 June 23,The Gullies Of Mars,noachisgullies_mgs_big.jpg,http://apod.nasa.gov/apod/ap000623.html
2000 June 22,Blue Stragglers In NGC 6397,blues_ngc6397_hst_big.jpg,http://apod.nasa.gov/apod/ap000622.html
2000 June 21,Solstice Celebration,sun3col_thompsoneit_big.jpg,http://apod.nasa.gov/apod/ap000621.html
2000 June 20,Ganymede: The Largest Moon in the Solar System,ganymede2_galileo_big.jpg,http://apod.nasa.gov/apod/ap000620.html
2000 June 19,The Long Jet of Pictor A,pictora_chandra_big.jpg,http://apod.nasa.gov/apod/ap000619.html
2000 June 18,The Milky Way Near the Southern Cross,southerncross_gb.gif,http://apod.nasa.gov/apod/ap000618.html
2000 June 17,The Last Moon Shot,apollo17_night_big.jpg,http://apod.nasa.gov/apod/ap000617.html
2000 June 16,APOD is Five Years Old Today,bobjerry5_vermeer_big.jpg,http://apod.nasa.gov/apod/ap000616.html
2000 June 15,X-Rays From The Perseus Cluster Core,perseus_fabian_orig.jpg,http://apod.nasa.gov/apod/ap000615.html
2000 June 14,A Slice of the Universe with 2dF,galaxies_2df_big.gif,http://apod.nasa.gov/apod/ap000614.html
2000 June 13,The Keyhole Nebula in Infrared,carinaatlas_2mass_big.jpg,http://apod.nasa.gov/apod/ap000613.html
2000 June 12,A Bubbling Galaxy Center,bhbubble_hst_big.jpg,http://apod.nasa.gov/apod/ap000612.html
2000 June 11,Sirius: The Brightest Star in the Night,siriushb_jcc_big.jpg,http://apod.nasa.gov/apod/ap000611.html
2000 June 10,M101: An Ultraviolet View,m101_uit_big.gif,http://apod.nasa.gov/apod/ap000610.html
2000 June 9,Vela Pulsar: Neutron Star-Ring-Jet,velapulsar_cxo_big.jpg,http://apod.nasa.gov/apod/ap000609.html
2000 June 8,"Active Regions, CMEs, and X Class Flares",sun00060716_sxt_big.gif,http://apod.nasa.gov/apod/ap000608.html
2000 June 7,Up Close to Jupiter's Moon Io,ioupclose_galileo_big.jpg,http://apod.nasa.gov/apod/ap000607.html
2000 June 6,A Continuous Eruption on Jupiter's Moon Io,Iolava_galileo_big.jpg,http://apod.nasa.gov/apod/ap000606.html
2000 June 5,In the Heart of the Crab,crabheritage_hst_big.jpg,http://apod.nasa.gov/apod/ap000605.html
2000 June 4,MyCn18: An Hourglass Nebula,mycn18_hst_big.jpg,http://apod.nasa.gov/apod/ap000604.html
2000 June 3,Compton Reentry,cgro_reenter_big.jpg,http://apod.nasa.gov/apod/ap000603.html
2000 June 2,The Secret Spiral Of IC3328,ic3328_vlt_big.jpg,http://apod.nasa.gov/apod/ap000602.html
2000 June 1,X-Ray Wind From NGC 3783,xspec_ngc3783_chandra.jpg,http://apod.nasa.gov/apod/ap000601.html
2000 May 31,Astronaut at Work,sts101_arm_big.jpg,http://apod.nasa.gov/apod/ap000531.html
2000 May 30,The Very Large Array Turns Twenty,vla2_nrao_big.jpg,http://apod.nasa.gov/apod/ap000530.html
2000 May 29,Olympus Mons Volcano on Mars,olympusmons_mgs_big.gif,http://apod.nasa.gov/apod/ap000529.html
2000 May 28,Skylab Over Earth,skylab4_nasa_big.gif,http://apod.nasa.gov/apod/ap000528.html
2000 May 27,M51: The Center Of The Whirlpool,m51nuc_hst_big.jpg,http://apod.nasa.gov/apod/ap000527.html
2000 May 26,Solar Sail,solarsail_msfc_m.jpg,http://apod.nasa.gov/apod/ap000526.html
2000 May 25,Eros Horizon View,near_00522.jpg,http://apod.nasa.gov/apod/ap000525.html
2000 May 24,"Pleiades, Planets, And Hot Plasma",pleplan_lasc3_1042big.gif,http://apod.nasa.gov/apod/ap000524.html
2000 May 23,M4: The Closest Known Globular Cluster,m4_noao_big.jpg,http://apod.nasa.gov/apod/ap000523.html
2000 May 22,Light Bridges on the Sun,lightbridges_svst_big.jpg,http://apod.nasa.gov/apod/ap000522.html
2000 May 21,Antares and Rho Ophiuchi,antrho_uks.jpg,http://apod.nasa.gov/apod/ap000521.html
2000 May 20,Sungrazer,sungrazer1_lasco_big.gif,http://apod.nasa.gov/apod/ap000520.html
2000 May 19,An Aurora Before the Storm,auroracircle2_curtis.jpg,http://apod.nasa.gov/apod/ap000519.html
2000 May 18,The Near Infrared Sky,nir_cobe_big.jpg,http://apod.nasa.gov/apod/ap000518.html
2000 May 17,The Far Infrared Sky,fir_cobe_big.jpg,http://apod.nasa.gov/apod/ap000517.html
2000 May 16,QSO H1821 643 Indicates a Universe Filled with Hydrogen,qso1821_wiyn_big.jpg,http://apod.nasa.gov/apod/ap000516.html
2000 May 15,A Halo Around the Moon,moonhalo_casado.jpg,http://apod.nasa.gov/apod/ap000515.html
2000 May 14,A Presidential Panorama of Mars,marspan3_pf_big.jpg,http://apod.nasa.gov/apod/ap000514.html
2000 May 13,Surveyor Slides,moonslide_surveyor5_big.gif,http://apod.nasa.gov/apod/ap000513.html
2000 May 12,X-Ray Ring Around SN1987A,sn1987a_cxo_hst_big.jpg,http://apod.nasa.gov/apod/ap000512.html
2000 May 11,NGC 3314: When Galaxies Overlap,ngc3314_keel_big.jpg,http://apod.nasa.gov/apod/ap000511.html
2000 May 10,Dog-Bone Shaped Asteroid 216 Kleopatra,kleo_arecibo.gif,http://apod.nasa.gov/apod/ap000510.html
2000 May 9,The Race to Reveal Our Universe,cmbsky_boomerang_big.jpg,http://apod.nasa.gov/apod/ap000509.html
2000 May 8,"Jupiters Moons Thebe, Amalthea, and Metis",jupsmallmoons_gal.gif,http://apod.nasa.gov/apod/ap000508.html
2000 May 7,A Green Flash from the Sun,greenflash_casado_big.jpg,http://apod.nasa.gov/apod/ap000507.html
2000 May 6,The Heart Of Orion,omc1_hst_big.jpg,http://apod.nasa.gov/apod/ap000506.html
2000 May 5,Planets In The Sun,sunplanets_soho_big.jpg,http://apod.nasa.gov/apod/ap000505.html
2000 May 4,Planets Above The Clouds,planetsapril_magrath_big.jpg,http://apod.nasa.gov/apod/ap000504.html
2000 May 3,BOOMERANG Images The Early Universe,earlyuniverse_boom_big.jpg,http://apod.nasa.gov/apod/ap000503.html
2000 May 2,An Iridium Flash Sunset,iridium_teus_big.jpg,http://apod.nasa.gov/apod/ap000502.html
2000 May 1,The North America Nebula,northamneb_ware_big.jpg,http://apod.nasa.gov/apod/ap000501.html
2000 April 30,The Small Cloud of Magellan (SMC),smc_uks.gif,http://apod.nasa.gov/apod/ap000430.html
2000 April 29,3D View Of Jupiter's Clouds,jup3dclouds_gal_big.jpg,http://apod.nasa.gov/apod/ap000429.html
2000 April 28,Leonid Glowworm,leonidgw2_starfire.jpg,http://apod.nasa.gov/apod/ap000428.html
2000 April 27,Calderas And Cliffs Near Io's South Pole,iosouth_gal_big.jpg,http://apod.nasa.gov/apod/ap000427.html
2000 April 26,Filaments In The Cygnus Loop,cygloop_blair_big.gif,http://apod.nasa.gov/apod/ap000426.html
2000 April 25,Layers of the Martian South Polar Cap,marspolelayers_mgs_big.jpg,http://apod.nasa.gov/apod/ap000425.html
2000 April 24,Reflection Nebula M78,m78_sdss_big.jpg,http://apod.nasa.gov/apod/ap000424.html
2000 April 23,"Giant Cluster Bends, Breaks Images",cl0024_hst_big.gif,http://apod.nasa.gov/apod/ap000423.html
2000 April 22,Journey to the Center of the Galaxy,galcen_msx_big.jpg,http://apod.nasa.gov/apod/ap000422.html
2000 April 21,M82: Starburst in X-rays,m82_cxc_big.jpg,http://apod.nasa.gov/apod/ap000421.html
2000 April 20,Blue Marble 2000,bluemarble2k_big.jpg,http://apod.nasa.gov/apod/ap000420.html
2000 April 19,Redshift 5.8: A New Farthest Quasar,qso582_sdss.gif,http://apod.nasa.gov/apod/ap000419.html
2000 April 18,Europa: Ice Line,europaline_gal_big.jpg,http://apod.nasa.gov/apod/ap000418.html
2000 April 17,Flying Over Asteroid Eros West End,movie2_near.gif,http://apod.nasa.gov/apod/ap000417.html
2000 April 16,IC 4406: A Seemingly Square Nebula,ic4406_hst.jpg,http://apod.nasa.gov/apod/ap000416.html
2000 April 15,Surveyor Hops,surveyor6_pan_big.gif,http://apod.nasa.gov/apod/ap000415.html
2000 April 14,Supernova Remnant E0102 72 from Radio to X-Ray,e0102multi_chandra_big.jpg,http://apod.nasa.gov/apod/ap000414.html
2000 April 13,Exploring Comet Tails,hb97_orman_big.jpg,http://apod.nasa.gov/apod/ap000413.html
2000 April 12,The Local Bubble and the Galactic Neighborhood,galacticneighborhood_frisch_big.gif,http://apod.nasa.gov/apod/ap000412.html
2000 April 11,The Local Interstellar Cloud,localcloud_frisch_big.gif,http://apod.nasa.gov/apod/ap000411.html
2000 April 10,Aurora in Red and Yellow,aurora_safar_big.jpg,http://apod.nasa.gov/apod/ap000410.html
2000 April 9,Mysterious Pluto and Charon,plutocharon_lo.gif,http://apod.nasa.gov/apod/ap000409.html
2000 April 8,Compton Observatory In Orbit,compton2_sts37_big.jpg,http://apod.nasa.gov/apod/ap000408.html
2000 April 7,Celebrating Hubble With NGC 6751,ngc6751_hst_big.jpg,http://apod.nasa.gov/apod/ap000407.html
2000 April 6,"Venus, Moon, and Neighbors",vm_orman_big.jpg,http://apod.nasa.gov/apod/ap000406.html
2000 April 5,The M7 Open Star Cluster in Scorpius,m7_noao_big.jpg,http://apod.nasa.gov/apod/ap000405.html
2000 April 4,A Superwind from the Cigar Galaxy,m82_subaru_big.jpg,http://apod.nasa.gov/apod/ap000404.html
2000 April 3,A Twisted Solar Eruptive Prominence,prom1743_eit_big.gif,http://apod.nasa.gov/apod/ap000403.html
2000 April 2,Eagle EGGs in M16,m16_hst_big.jpg,http://apod.nasa.gov/apod/ap000402.html
2000 April 1,Planet Earth From TIROS 1: First TV Image,first_tiros1_big.gif,http://apod.nasa.gov/apod/ap000401.html
2000 March 31,Free Floating Planets In Orion,planorion_ukirt_big.jpg,http://apod.nasa.gov/apod/ap000331.html
2000 March 30,Saturn-Sized Worlds Discovered,plan79ceti_art.jpg,http://apod.nasa.gov/apod/ap000330.html
2000 March 29,Fullerenes as Miniature Cosmic Time Capsules,fullerene_beardmore_big.gif,http://apod.nasa.gov/apod/ap000329.html
2000 March 28,M20: The Trifid Nebula,m20_noao_big.jpg,http://apod.nasa.gov/apod/ap000328.html
2000 March 27,Flying Over Asteroid Eros,flyover1_near.gif,http://apod.nasa.gov/apod/ap000327.html
2000 March 26,Venus Once Molten Surface,venus4_mag_big.jpg,http://apod.nasa.gov/apod/ap000326.html
2000 March 25,The Earth Also Rises,earthrise_lo1_big.gif,http://apod.nasa.gov/apod/ap000325.html
2000 March 24,A Mystery in Gamma Rays,un_egret_big.jpg,http://apod.nasa.gov/apod/ap000324.html
2000 March 23,Inside Mars,cutmars_mgs_big.jpg,http://apod.nasa.gov/apod/ap000323.html
2000 March 22,A Spherule from Outer Space,spherule_apollo11.jpg,http://apod.nasa.gov/apod/ap000322.html
2000 March 21,HH111's 12 Light-Year Star Jet,hh111_hst_big.jpg,http://apod.nasa.gov/apod/ap000321.html
2000 March 20,Mercury on the Horizon,mercurysky_casado_big.jpg,http://apod.nasa.gov/apod/ap000320.html
2000 March 19,Apollo 16: Exploring Plum Crater,plum_apollo16_big.jpg,http://apod.nasa.gov/apod/ap000319.html
2000 March 18,A Wind From The Sun,solwind_soho.gif,http://apod.nasa.gov/apod/ap000318.html
2000 March 17,Martian Dust Devil Trails,ddtrails_mgs_big.gif,http://apod.nasa.gov/apod/ap000317.html
2000 March 16,NEAR Shoemaker Views Eros,eros0314_near_big.jpg,http://apod.nasa.gov/apod/ap000316.html
2000 March 15,Weak Lensing Distorts the Universe,glshear_cfht_big.jpg,http://apod.nasa.gov/apod/ap000315.html
2000 March 14,A GRB 000301C Symphony,grb000301c_hst_big.gif,http://apod.nasa.gov/apod/ap000314.html
2000 March 13,A Panorama of Oddities in Orion A,orionA_noao_big.jpg,http://apod.nasa.gov/apod/ap000313.html
2000 March 12,Supernova 1994D and the Unexpected Universe,sn94d_hiz_big.jpg,http://apod.nasa.gov/apod/ap000312.html
2000 March 11,Messier Marathon,messmara_gitto_big.jpg,http://apod.nasa.gov/apod/ap000311.html
2000 March 10,Sky and Planets,febplanets_ssumner_big.jpg,http://apod.nasa.gov/apod/ap000310.html
2000 March 9,Sun Storm: A Coronal Mass Ejection,febcme_sohoc2_big.gif,http://apod.nasa.gov/apod/ap000309.html
2000 March 8,Nearer To Asteroid Eros,eros0306_near_big.jpg,http://apod.nasa.gov/apod/ap000308.html
2000 March 7,Zal Patera on Jupiter's Moon Io,ioclose_gal_big.jpg,http://apod.nasa.gov/apod/ap000307.html
2000 March 6,Abell 2142: Clash of the Galaxy Clusters,abell2142_chandra_big.jpg,http://apod.nasa.gov/apod/ap000306.html
2000 March 5,The Pipe Dark Nebula,pipe2_lodriguss.jpg,http://apod.nasa.gov/apod/ap000305.html
2000 March 4,Saturn At Night,nightsaturn_voyager1_big.jpg,http://apod.nasa.gov/apod/ap000304.html
2000 March 3,Dust Storm on Planet Earth,feb26sandstorm_seawifs_big.jpg,http://apod.nasa.gov/apod/ap000303.html
2000 March 2,NGC 1999: Reflection Nebula In Orion,ngc1999_hst_big.jpg,http://apod.nasa.gov/apod/ap000302.html
2000 March 1,M13: The Great Globular Cluster in Hercules,m13_kitahara_big.jpg,http://apod.nasa.gov/apod/ap000301.html
2000 February 29,Julius Caesar and Leap Days,jcaesar_coin.gif,http://apod.nasa.gov/apod/ap000229.html
2000 February 28,The Sombrero Galaxy from VLT,sombrero_vlt_big.jpg,http://apod.nasa.gov/apod/ap000228.html
2000 February 27,The Pleiades Star Cluster,m45_uks_big.jpg,http://apod.nasa.gov/apod/ap000227.html
2000 February 26,Impact: 65 Million Years Ago,chicxulub_sharpton_big.gif,http://apod.nasa.gov/apod/ap000226.html
2000 February 25,The Comets Of SOHO,comets_soho_big.jpg,http://apod.nasa.gov/apod/ap000225.html
2000 February 24,Stereo Eros,stereoeros1_near_big.jpg,http://apod.nasa.gov/apod/ap000224.html
2000 February 23,Sunspot Seething,sunspot_ps_big.gif,http://apod.nasa.gov/apod/ap000223.html
2000 February 22,Neighboring Galaxy: The Large Magellanic Cloud,lmc_noao_big.jpg,http://apod.nasa.gov/apod/ap000222.html
2000 February 21,A Giant Gouge on Asteroid Eros,gouge_eros.jpg,http://apod.nasa.gov/apod/ap000221.html
2000 February 20,The Virgo Cluster of Galaxies,virgo_dss_big.gif,http://apod.nasa.gov/apod/ap000220.html
2000 February 19,Young Suns,ngc2264_nic_big.jpg,http://apod.nasa.gov/apod/ap000219.html
2000 February 18,Neptune through Adaptive Optics,neptune_keck_big.gif,http://apod.nasa.gov/apod/ap000218.html
2000 February 17,New Shocks For Supernova 1987A,sn1987a_hst1_big.jpg,http://apod.nasa.gov/apod/ap000217.html
2000 February 16,Eros From Orbit,erosorbit1_near_big.jpg,http://apod.nasa.gov/apod/ap000216.html
2000 February 15,M106: A Spiral Galaxy with a Strange Core,m106_sharer_big.jpg,http://apod.nasa.gov/apod/ap000215.html
2000 February 14,An Unexpected Asteroid Valentine,erosheart_near.gif,http://apod.nasa.gov/apod/ap000214.html
2000 February 13,Southwest Mercury,merc4_m10_big.gif,http://apod.nasa.gov/apod/ap000213.html
2000 February 12,Stereo Saturn,sat3d_voyager_big.gif,http://apod.nasa.gov/apod/ap000212.html
2000 February 11,XMM-Newton First Light: X-Rays From The LMC,lmc30dor_xmmpn_big.jpg,http://apod.nasa.gov/apod/ap000211.html
2000 February 10,Eros Encounter Nears,eros0204_near.gif,http://apod.nasa.gov/apod/ap000210.html
2000 February 9,Galaxy Wars: M81 Versus M82,m81m82_gendler_big.jpg,http://apod.nasa.gov/apod/ap000209.html
2000 February 8,Rings Around Beta Pictoris,betapic2_hst_big.jpg,http://apod.nasa.gov/apod/ap000208.html
2000 February 7,The W4 Chimney,chimney1_cgps_big.jpg,http://apod.nasa.gov/apod/ap000207.html
2000 February 6,The Mysterious Rings of Supernova 1987A,sn1987a_hst_big.jpg,http://apod.nasa.gov/apod/ap000206.html
2000 February 5,NEAR to Asteroid Eros,xeros_near_big.jpg,http://apod.nasa.gov/apod/ap000205.html
2000 February 4,X-Ray Stars Of Orion,orion_chandra_big.jpg,http://apod.nasa.gov/apod/ap000204.html
2000 February 3,Colorful Clouds Of Carina,carina_herhst_big.jpg,http://apod.nasa.gov/apod/ap000203.html
2000 February 2,Aeolian Mars,activedunes_mgs_big.gif,http://apod.nasa.gov/apod/ap000202.html
2000 February 1,Abell 2218: A Galaxy Cluster Lens,a2218b_hst_big.jpg,http://apod.nasa.gov/apod/ap000201.html
2000 January 31,Snowstorm on Planet Earth,seawifs_jan27snowstorm_big.jpg,http://apod.nasa.gov/apod/ap000131.html
2000 January 30,The Milky Way in Infrared,milkyway_cobe_big.jpg,http://apod.nasa.gov/apod/ap000130.html
2000 January 29,Natural Saturn On The Cassini Cruise,saturn_herhst_big.jpg,http://apod.nasa.gov/apod/ap000129.html
2000 January 28,Astronomy From An F-18,polyxo_f18_3.gif,http://apod.nasa.gov/apod/ap000128.html
2000 January 27,Spiral Galaxy In Centaurus,eso269_vlt_big.jpg,http://apod.nasa.gov/apod/ap000127.html
2000 January 26,A Lunar Eclipse Over Time,lunareclipse00_casado_big.jpg,http://apod.nasa.gov/apod/ap000126.html
2000 January 25,A Lunar Eclipse in Three Exposures,tripleeclipse_barnes_big.jpg,http://apod.nasa.gov/apod/ap000125.html
2000 January 24,The Eskimo Nebula from the Newly Fixed Hubble,eskimo_hst_big.jpg,http://apod.nasa.gov/apod/ap000124.html
2000 January 23,A Message From Earth,etmessage_nrao.gif,http://apod.nasa.gov/apod/ap000123.html
2000 January 22,Magnetar In The Sky,magnetarcobe_big.jpg,http://apod.nasa.gov/apod/ap000122.html
2000 January 21,X For Andromeda,m31_cxo_big.jpg,http://apod.nasa.gov/apod/ap000121.html
2000 January 20,X-Rays From The Galactic Center,sgra_west_big.jpg,http://apod.nasa.gov/apod/ap000120.html
2000 January 19,A Big Black Hole Floats By,bhlens_hst_big.jpg,http://apod.nasa.gov/apod/ap000119.html
2000 January 18,NGC 7635: The Bubble Nebula,bubble_hst_big.jpg,http://apod.nasa.gov/apod/ap000118.html
2000 January 17,V4641 Sgr: The Closest Black Hole Candidate,v4641_vla_big.gif,http://apod.nasa.gov/apod/ap000117.html
2000 January 16,The Compton Gamma Ray Observatory,compton_deploy_big.jpg,http://apod.nasa.gov/apod/ap000116.html
2000 January 15,The Sun Also Rises,sunrise_sts47.gif,http://apod.nasa.gov/apod/ap000115.html
2000 January 14,Chandra Resolves the Hard X Ray Background,xrayback_chandra_big.jpg,http://apod.nasa.gov/apod/ap000114.html
2000 January 13,A Skygazers Full Moon,fm1222_gendler_big.jpg,http://apod.nasa.gov/apod/ap000113.html
2000 January 12,"NGC 6791: An Old, Large Open Cluster",ngc6791_kpno_big.jpg,http://apod.nasa.gov/apod/ap000112.html
2000 January 11,"The Rosette Nebula in Hydrogen, Oxygen, and Sulfur",rosette_kpno_big.jpg,http://apod.nasa.gov/apod/ap000111.html
2000 January 10,Brown Sun Bubbling,sunhalpha_gendler_big.jpg,http://apod.nasa.gov/apod/ap000110.html
2000 January 9,Galaxy Dwingeloo 1 Emerges,dwingeloo1_int_big.jpg,http://apod.nasa.gov/apod/ap000109.html
2000 January 8,Albert Einstein Describes Space and Time,einstein_clerk_big.gif,http://apod.nasa.gov/apod/ap000108.html
2000 January 7,NGC 4214: Star Forming Galaxy,ngc4214_hst_big.jpg,http://apod.nasa.gov/apod/ap000107.html
2000 January 6,Mars in the New Year,marsy2k_mgs_big.gif,http://apod.nasa.gov/apod/ap000106.html
2000 January 5,"Earth, Moon, Hubble",fullmoon_s103_big.jpg,http://apod.nasa.gov/apod/ap000105.html
2000 January 4,Galaxies Cluster Toward the Great Attractor,gacluster_wfi_big.jpg,http://apod.nasa.gov/apod/ap000104.html
2000 January 3,Cas A Supernova Remnant in X-Rays,casa_chandra_big.jpg,http://apod.nasa.gov/apod/ap000103.html
2000 January 2,The Largest Rock Known,earth_vg1.jpg,http://apod.nasa.gov/apod/ap000102.html
2000 January 1,The Millennium that Defines Universe,flammarion_halfcolor.gif,http://apod.nasa.gov/apod/ap000101.html
31-Dec-99,The Millennium that Defined Earth,earthrise_apollo8_big.gif,http://apod.nasa.gov/apod/ap991231.html
30-Dec-99,The Century that Defined Galaxy,ngc1288_vlt_big.jpg,http://apod.nasa.gov/apod/ap991230.html
29-Dec-99,The Decade that Defined Star System,hd217107_cook.jpg,http://apod.nasa.gov/apod/ap991229.html
28-Dec-99,A Year of New Perspectives,yearpeer.jpg,http://apod.nasa.gov/apod/ap991228.html
27-Dec-99,Solar Moss,sunmoss_trace_big.gif,http://apod.nasa.gov/apod/ap991227.html
26-Dec-99,West Of The Great Red Spot,westjup_gal_big.jpg,http://apod.nasa.gov/apod/ap991226.html
25-Dec-99,An Earth Ornament,earthmos_clem_big.gif,http://apod.nasa.gov/apod/ap991225.html
24-Dec-99,Hubble Holiday,hst_sts82_big.jpg,http://apod.nasa.gov/apod/ap991224.html
23-Dec-99,Unusual Aurora During Solar Wind Dropout,nowind_polar_big.jpg,http://apod.nasa.gov/apod/ap991223.html
22-Dec-99,"Perigee Moon, Apogee Moon",twomoon.jpg,http://apod.nasa.gov/apod/ap991222.html
21-Dec-99,XMM Launched,xmm_esa_big.jpg,http://apod.nasa.gov/apod/ap991221.html
20-Dec-99,Lava Fountain on Jupiter's Io,iolava_gal_big.jpg,http://apod.nasa.gov/apod/ap991220.html
19-Dec-99,Accretion Disk Binary System,accretiondisk_hst_big.gif ,http://apod.nasa.gov/apod/ap991219.html
18-Dec-99,Irregular Galaxy Sextans A,sexaubv_hunter.jpg,http://apod.nasa.gov/apod/ap991218.html
17-Dec-99,Hot Gas In Hydra A,hydraa_csx_big.jpg,http://apod.nasa.gov/apod/ap991217.html
16-Dec-99,Supernova Remnant In M82,m82snr_vlbi_big.gif,http://apod.nasa.gov/apod/ap991216.html
15-Dec-99,A Nova In Aquila,naql2_credner_big.jpg,http://apod.nasa.gov/apod/ap991215.html
14-Dec-99,High Velocity Clouds and the Milky Way,cloudstream_hst_big.jpg,http://apod.nasa.gov/apod/ap991214.html
13-Dec-99,A Magellanic Starfield,lmcstarfield_hst_big.jpg,http://apod.nasa.gov/apod/ap991213.html
12-Dec-99,NGC 4314: A Nuclear Starburst Ring,ngc4314_hst_big.jpg,http://apod.nasa.gov/apod/ap991212.html
11-Dec-99,A Close Encounter Of The Stellar Kind,gl710_skyview.gif,http://apod.nasa.gov/apod/ap991211.html
10-Dec-99,Spot The Planet,991115_orman.jpg,http://apod.nasa.gov/apod/ap991210.html
9-Dec-99,X-ray Hot Supernova Remnant in the SMC,e0102_csx.jpg,http://apod.nasa.gov/apod/ap991209.html
8-Dec-99,Moon Struck,moonstruck_palmer.jpg,http://apod.nasa.gov/apod/ap991208.html
7-Dec-99,The Cat's Paw Nebula,catspaw_ware_big.jpg,http://apod.nasa.gov/apod/ap991207.html
